Es/No  P(word error)
----------------------
 0.0    0.9008E+00    0.1000E+01
 0.5    0.8877E+00    0.1000E+01
 1.0    0.8724E+00    0.1000E+01
 1.5    0.8545E+00    0.1000E+01
 2.0    0.8338E+00    0.1000E+01
 2.5    0.8096E+00    0.1000E+01
 3.0    0.7817E+00    0.1000E+01
 3.5    0.7496E+00    0.1000E+01
 4.0    0.7128E+00    0.1000E+01
 4.5    0.6712E+00    0.1000E+01
 5.0    0.6246E+00    0.9998E+00
 5.5    0.5731E+00    0.9964E+00
 6.0    0.5170E+00    0.9629E+00
 6.5    0.4572E+00    0.7979E+00
 7.0    0.3949E+00    0.4327E+00
 7.5    0.3316E+00    0.1100E+00
 8.0    0.2696E+00    0.9707E-02
 8.5    0.2109E+00    0.2303E-03
 9.0    0.1578E+00    0.1170E-05
 9.5    0.1121E+00    0.1027E-08
10.0    0.7499E-01    0.1263E-12
10.5    0.4684E-01    0.1768E-17
11.0    0.2703E-01    0.2282E-23
11.5    0.1426E-01    0.2200E-30
12.0    0.6789E-02    -.1348E-32
12.5    0.2879E-02    -.1733E-32
13.0    0.1072E-02    -.2119E-32
13.5    0.3448E-03    0.3081E-32
14.0    0.9421E-04    0.3852E-33
14.5    0.2148E-04    -.1156E-32
15.0    0.4006E-05    -.1733E-32
15.5    0.5984E-06    0.2215E-32
16.0    0.6994E-07    -.4430E-32
16.5    0.6230E-08    -.3081E-32
17.0    0.4105E-09    -.2889E-32
17.5    0.1934E-10    -.1926E-33
18.0    0.6266E-12    0.3852E-32
18.5    0.1335E-13    -.1926E-33
19.0    0.1777E-15    0.2119E-32
19.5    0.1396E-17    0.1733E-32
20.0    0.6076E-20    -.3852E-33
